#,id,bureau_score,score_band,report_status,total_accounts,active_accounts,overdue_accounts,dpd_max,credit_utilization_pct,emi_to_income_ratio,tradelines,enquiries,mock_raw_report,created_at,loan_application_id,user_id
1296,1296,812,high,mocked,14,4,0,0,93.45,0.54,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 63454.0}]","{""bureau_score"": 812, ""report_number"": ""39de28a0-ee64-4fc8-92bf-edad44612ff7"", ""assessment_date"": ""2025-01-21""}",2025-05-11 10:03:52.162273,1296,6730
1297,1297,740,medium,mocked,13,7,0,0,12.35,0.29,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 33109.0}]","{""bureau_score"": 740, ""report_number"": ""989075ef-b377-41fd-96a1-3eecd5218fd6"", ""assessment_date"": ""2025-02-03""}",2025-05-11 10:03:52.190173,1297,769
1298,1298,843,high,mocked,8,4,0,0,82.32,0.2,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 56956.1}]","{""bureau_score"": 843, ""report_number"": ""2182e205-eec7-46aa-9a5e-ff3c4d09dd97"", ""assessment_date"": ""2025-01-03""}",2025-05-11 10:03:52.226572,1298,1457
1299,1299,718,medium,mocked,13,4,0,0,47.1,0.04,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 11160.9}]","{""bureau_score"": 718, ""report_number"": ""0fb024ad-d0ed-4dff-817c-5ee8b279ecfe"", ""assessment_date"": ""2025-04-29""}",2025-05-11 10:03:52.254732,1299,2358
1300,1300,651,medium,mocked,13,4,0,0,50.55,0.16,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 18596.1}]","{""bureau_score"": 651, ""report_number"": ""63c6f5ff-7559-40fd-9f31-b4711fcf7392"", ""assessment_date"": ""2025-03-06""}",2025-05-11 10:03:52.282626,1300,4496
1301,1301,536,low,mocked,11,5,3,60,98.8,0.33,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 42297.8}]","{""bureau_score"": 536, ""report_number"": ""61dd7b82-9c6d-4da8-8100-d060a83f79c8"", ""assessment_date"": ""2025-03-12""}",2025-05-11 10:03:52.317546,1301,8529
1302,1302,516,low,mocked,8,1,0,0,81.81,3.06,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 84565.5}]","{""bureau_score"": 516, ""report_number"": ""60c357ec-dcd8-4e6d-ab17-4a852bf792e7"", ""assessment_date"": ""2025-02-20""}",2025-05-11 10:03:52.341229,1302,1979
1303,1303,770,high,mocked,5,5,0,0,96.36,0.19,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 25697.6}]","{""bureau_score"": 770, ""report_number"": ""e62f7a85-57fe-4600-b511-a55444011527"", ""assessment_date"": ""2025-04-21""}",2025-05-11 10:03:52.368272,1303,5238
1304,1304,826,high,mocked,7,7,0,0,53.6,0.23,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 93404.6}]","{""bureau_score"": 826, ""report_number"": ""cfb5d3e2-d79d-42dd-8bef-c359dd2b44fe"", ""assessment_date"": ""2025-03-13""}",2025-05-11 10:03:52.403429,1304,6287
1305,1305,738,medium,mocked,12,7,0,0,84.91,0.21,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 12003.6}]","{""bureau_score"": 738, ""report_number"": ""f4cb0c1e-06ee-486f-a134-2145a075334c"", ""assessment_date"": ""2025-01-20""}",2025-05-11 10:03:52.429216,1305,2856
1306,1306,316,low,mocked,8,1,1,30,53.08,0.36,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 54342.3}]","{""bureau_score"": 316, ""report_number"": ""9e12939e-9fa1-4a0e-9b6a-d4c94b893dd6"", ""assessment_date"": ""2025-03-15""}",2025-05-11 10:03:52.447579,1306,3120
1307,1307,494,low,mocked,15,4,0,0,65.89,1.72,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 74944.5}]","{""bureau_score"": 494, ""report_number"": ""4f30f880-c8ea-455e-bb9b-7f8a2e8ff2e0"", ""assessment_date"": ""2025-05-03""}",2025-05-11 10:03:52.481945,1307,797
1308,1308,684,medium,mocked,12,7,0,0,68.2,1.95,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 91287.8}]","{""bureau_score"": 684, ""report_number"": ""44e289ff-d145-4028-820c-267c8d0b2a36"", ""assessment_date"": ""2025-01-23""}",2025-05-11 10:03:52.513656,1308,9224
1309,1309,787,high,mocked,13,5,0,0,9.38,0.2,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 43627.3}]","{""bureau_score"": 787, ""report_number"": ""86f77429-fad7-4a0c-8203-1afd8ca8e245"", ""assessment_date"": ""2025-01-28""}",2025-05-11 10:03:52.532769,1309,6066
1310,1310,668,medium,mocked,8,4,0,0,87.92,0.22,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 52306.3}]","{""bureau_score"": 668, ""report_number"": ""75282195-1700-43c3-ac20-f47f1b7087dc"", ""assessment_date"": ""2025-01-06""}",2025-05-11 10:03:52.552797,1310,5753
1311,1311,448,low,mocked,4,4,0,0,31.78,0.13,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 48430.6}]","{""bureau_score"": 448, ""report_number"": ""fc966d99-6991-4626-aaf2-cfaea19ee763"", ""assessment_date"": ""2025-04-04""}",2025-05-11 10:03:52.582882,1311,5880
1312,1312,768,high,mocked,2,2,1,30,90.81,0.19,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 51884.9}]","{""bureau_score"": 768, ""report_number"": ""ed2a9652-62a1-4651-a29e-320ec2cf9885"", ""assessment_date"": ""2025-02-06""}",2025-05-11 10:03:52.623292,1312,2711
1313,1313,670,medium,mocked,3,3,1,30,72.1,0.14,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 63561.7}]","{""bureau_score"": 670, ""report_number"": ""331c6bb3-36a8-445a-8aa1-f0607332841c"", ""assessment_date"": ""2025-02-08""}",2025-05-11 10:03:52.653376,1313,4840
1314,1314,665,medium,mocked,5,5,0,0,14.38,0.3,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 90717.1}]","{""bureau_score"": 665, ""report_number"": ""6adffcd7-913b-417e-9cbc-1db5379ed7f4"", ""assessment_date"": ""2025-04-19""}",2025-05-11 10:03:52.686816,1314,1383
1315,1315,491,low,mocked,8,6,0,0,71.07,0.06,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 23500.9}]","{""bureau_score"": 491, ""report_number"": ""18426ff9-5274-4600-8d7d-541ac6ddefdd"", ""assessment_date"": ""2025-01-10""}",2025-05-11 10:03:52.712290,1315,4790
1316,1316,609,low,mocked,4,1,0,0,48.46,0.08,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 28371.8}]","{""bureau_score"": 609, ""report_number"": ""f89e5c2e-f602-4cd8-931c-f70577c6b7e4"", ""assessment_date"": ""2025-04-12""}",2025-05-11 10:03:52.738550,1316,7230
1317,1317,328,low,mocked,13,6,0,0,56.78,0.36,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 45201.5}]","{""bureau_score"": 328, ""report_number"": ""34d02988-bc32-48c0-bb1b-a01111efa1f7"", ""assessment_date"": ""2025-05-09""}",2025-05-11 10:03:52.773393,1317,9508
1318,1318,373,low,mocked,13,7,0,0,59.64,0.2,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 99297.2}]","{""bureau_score"": 373, ""report_number"": ""27390fa2-adf9-409f-bedc-6addd753c3c6"", ""assessment_date"": ""2025-04-08""}",2025-05-11 10:03:52.795498,1318,857
1319,1319,447,low,mocked,3,1,0,0,52.54,0.87,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 75205.4}]","{""bureau_score"": 447, ""report_number"": ""5db228a7-1aa8-43c3-872e-62c09da2ac0c"", ""assessment_date"": ""2025-03-19""}",2025-05-11 10:03:52.815011,1319,7424
1320,1320,627,low,mocked,14,8,0,0,38.2,0.25,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 64105.5}]","{""bureau_score"": 627, ""report_number"": ""fce123a1-2ade-43e5-b573-668a9fb1a4ae"", ""assessment_date"": ""2025-02-10""}",2025-05-11 10:03:52.852136,1320,3829
1321,1321,557,low,mocked,1,1,0,0,71,1.83,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 47567.0}]","{""bureau_score"": 557, ""report_number"": ""8c26119a-6853-4ef8-8896-8939601e305c"", ""assessment_date"": ""2025-03-27""}",2025-05-11 10:03:52.878570,1321,6359
1322,1322,837,high,mocked,14,8,3,30,52.29,0.13,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 43072.0}]","{""bureau_score"": 837, ""report_number"": ""03fbe1bd-6ff0-4086-8cc8-a159783bc08a"", ""assessment_date"": ""2025-03-22""}",2025-05-11 10:03:52.898275,1322,5863
1323,1323,724,medium,mocked,8,3,0,30,50.19,0.38,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 92653.8}]","{""bureau_score"": 724, ""report_number"": ""e5e64850-c0e2-45da-85fa-7f7229d2a080"", ""assessment_date"": ""2025-03-13""}",2025-05-11 10:03:52.925313,1323,3678
1324,1324,697,medium,mocked,10,5,0,0,83.69,0.83,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 65472.0}]","{""bureau_score"": 697, ""report_number"": ""e54f3c36-818c-4877-b236-fc777637d345"", ""assessment_date"": ""2025-01-06""}",2025-05-11 10:03:52.956872,1324,8923
1325,1325,680,medium,mocked,10,6,3,30,23.91,0.02,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 8783.8}]","{""bureau_score"": 680, ""report_number"": ""a0e411ea-b417-4503-9305-0b76bad317f6"", ""assessment_date"": ""2025-04-13""}",2025-05-11 10:03:52.979385,1325,6155
1326,1326,403,low,mocked,12,9,0,0,84.6,0.22,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 12911.1}]","{""bureau_score"": 403, ""report_number"": ""59f8688b-412a-4f3d-ad52-8754e32b330a"", ""assessment_date"": ""2025-03-11""}",2025-05-11 10:03:52.997523,1326,4892
1327,1327,639,low,mocked,14,3,0,0,73.86,1.07,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 90863.0}]","{""bureau_score"": 639, ""report_number"": ""4083734e-93d5-475b-afeb-dd7d8feff2e8"", ""assessment_date"": ""2025-01-01""}",2025-05-11 10:03:53.021253,1327,7678
1328,1328,725,medium,mocked,5,3,0,0,61.02,0.06,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 32259.1}]","{""bureau_score"": 725, ""report_number"": ""346e1c0c-b13e-49d9-8714-24e161845c37"", ""assessment_date"": ""2025-02-01""}",2025-05-11 10:03:53.049333,1328,6156
1329,1329,566,low,mocked,11,4,0,0,66.96,0.61,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 23555.0}]","{""bureau_score"": 566, ""report_number"": ""b9071dce-4135-4d42-9b45-34dba44b7699"", ""assessment_date"": ""2025-03-18""}",2025-05-11 10:03:53.074103,1329,1050
1330,1330,438,low,mocked,13,6,0,0,76.97,0.17,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 10816.5}]","{""bureau_score"": 438, ""report_number"": ""783b5a3d-1dcf-4e5e-846b-ec3ef8169317"", ""assessment_date"": ""2025-02-07""}",2025-05-11 10:03:53.093065,1330,4198
1331,1331,602,low,mocked,10,1,0,0,60.95,0.15,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 65667.7}]","{""bureau_score"": 602, ""report_number"": ""5ae67096-6617-4cdc-b1a9-30abd7534a6f"", ""assessment_date"": ""2025-05-01""}",2025-05-11 10:03:53.119557,1331,2427
1332,1332,306,low,mocked,14,6,0,0,33.72,0.09,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 40848.1}]","{""bureau_score"": 306, ""report_number"": ""db966173-6954-48f4-914b-311eb6c84dda"", ""assessment_date"": ""2025-04-16""}",2025-05-11 10:03:53.148050,1332,9796
1333,1333,357,low,mocked,6,1,1,30,18.78,0.1,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 47291.0}]","{""bureau_score"": 357, ""report_number"": ""7214fede-e10f-4f9c-90f5-037c783c2698"", ""assessment_date"": ""2025-04-21""}",2025-05-11 10:03:53.170887,1333,8129
1334,1334,332,low,mocked,10,9,0,0,57.64,0.14,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 27035.1}]","{""bureau_score"": 332, ""report_number"": ""5df1fe23-ca43-4e12-a1d8-6b4487590cd6"", ""assessment_date"": ""2025-05-01""}",2025-05-11 10:03:53.276651,1334,3436
1335,1335,327,low,mocked,10,7,2,60,84.11,0.88,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 88848.4}]","{""bureau_score"": 327, ""report_number"": ""d3db89c7-1818-4c1c-82bd-63edb6de936a"", ""assessment_date"": ""2025-04-05""}",2025-05-11 10:03:53.305868,1335,3057
1336,1336,592,low,mocked,2,1,0,60,30.46,0.06,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 20913.9}]","{""bureau_score"": 592, ""report_number"": ""8a0c98c1-645d-4df8-939d-4c752be34645"", ""assessment_date"": ""2025-01-05""}",2025-05-11 10:03:53.329174,1336,810
1337,1337,715,medium,mocked,10,5,0,0,79.68,0.91,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 69495.8}]","{""bureau_score"": 715, ""report_number"": ""760bed59-dd45-491d-a3a1-26356a0619ef"", ""assessment_date"": ""2025-01-05""}",2025-05-11 10:03:53.360305,1337,6876
1338,1338,815,high,mocked,13,1,1,30,10.73,0.14,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 68010.6}]","{""bureau_score"": 815, ""report_number"": ""c83cd12f-8648-4213-8449-2511a27396e9"", ""assessment_date"": ""2025-04-15""}",2025-05-11 10:03:53.387294,1338,9416
1339,1339,336,low,mocked,2,1,0,0,0.98,0.49,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 25325.2}]","{""bureau_score"": 336, ""report_number"": ""fb654c1a-e900-46c3-a8bc-cea407d8f8b4"", ""assessment_date"": ""2025-02-26""}",2025-05-11 10:03:53.410793,1339,9145
1340,1340,839,high,mocked,3,1,0,0,31.31,0.82,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 73773.4}]","{""bureau_score"": 839, ""report_number"": ""96aaaef5-2cd7-4976-a34b-57c174262a7b"", ""assessment_date"": ""2025-02-15""}",2025-05-11 10:03:53.436898,1340,7767
1341,1341,485,low,mocked,15,9,0,0,28.6,0.09,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 20925.8}]","{""bureau_score"": 485, ""report_number"": ""7a1a205b-8262-482e-8105-a80bd9daa063"", ""assessment_date"": ""2025-02-28""}",2025-05-11 10:03:53.466996,1341,6009
1342,1342,364,low,mocked,7,6,2,30,77.5,0.15,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 91448.7}]","{""bureau_score"": 364, ""report_number"": ""7bef7a67-f0f5-4dff-97ee-2f5c3cba35cc"", ""assessment_date"": ""2025-03-01""}",2025-05-11 10:03:53.492342,1342,2508
1343,1343,716,medium,mocked,9,9,0,0,27.87,0.33,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 73574.3}]","{""bureau_score"": 716, ""report_number"": ""175ff10f-e0c5-414c-ae61-049717523319"", ""assessment_date"": ""2025-01-29""}",2025-05-11 10:03:53.515490,1343,6105
1344,1344,318,low,mocked,2,2,0,0,14.54,0.28,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 25696.2}]","{""bureau_score"": 318, ""report_number"": ""267048a1-c313-48aa-b2a1-2efb68b75b70"", ""assessment_date"": ""2025-03-18""}",2025-05-11 10:03:53.540677,1344,6682
1345,1345,485,low,mocked,11,4,0,0,42.16,0.98,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 96439.9}]","{""bureau_score"": 485, ""report_number"": ""2aad25bb-7462-479f-9e2f-1c3bc9b1cb20"", ""assessment_date"": ""2025-04-25""}",2025-05-11 10:03:53.569761,1345,574
1346,1346,415,low,mocked,4,4,0,0,85.28,1.47,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 99115.9}]","{""bureau_score"": 415, ""report_number"": ""419abf9a-e926-4d57-8741-1dee859442f5"", ""assessment_date"": ""2025-03-06""}",2025-05-11 10:03:53.606412,1346,5752
1347,1347,575,low,mocked,1,1,0,0,67.56,0.27,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 52861.9}]","{""bureau_score"": 575, ""report_number"": ""a53e4404-725e-4db6-93b5-957c3e7854fb"", ""assessment_date"": ""2025-01-08""}",2025-05-11 10:03:53.647220,1347,7721
1348,1348,336,low,mocked,1,1,0,0,67.7,0.4,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 17553.7}]","{""bureau_score"": 336, ""report_number"": ""3a0400e1-4244-4262-8db2-f9e64202662d"", ""assessment_date"": ""2025-02-04""}",2025-05-11 10:03:53.672607,1348,3655
1349,1349,506,low,mocked,12,5,0,0,27.29,0.39,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 69677.4}]","{""bureau_score"": 506, ""report_number"": ""550abb17-c41d-471a-ba3e-d28bbe513824"", ""assessment_date"": ""2025-02-20""}",2025-05-11 10:03:53.695165,1349,5587
1350,1350,677,medium,mocked,12,10,2,60,69.72,0.3,"[{""dpd"": 60, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 89660.0}]","{""bureau_score"": 677, ""report_number"": ""9cbe6efe-12bc-4152-bd44-fd6e1ffd2c86"", ""assessment_date"": ""2025-02-12""}",2025-05-11 10:03:53.720232,1350,2926
1351,1351,628,low,mocked,14,10,0,0,41.44,0.26,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 24780.6}]","{""bureau_score"": 628, ""report_number"": ""a7157a38-c4b7-4b9e-bf6c-5a666bcdbc4a"", ""assessment_date"": ""2025-01-14""}",2025-05-11 10:03:53.753791,1351,678
1352,1352,578,low,mocked,3,3,0,0,41.19,0.4,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 55563.8}]","{""bureau_score"": 578, ""report_number"": ""50676063-bb0b-4124-884a-8e43643878fd"", ""assessment_date"": ""2025-04-13""}",2025-05-11 10:03:53.775443,1352,3584
1353,1353,740,medium,mocked,6,3,0,0,9.11,0.02,"[{""dpd"": 0, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 11338.6}]","{""bureau_score"": 740, ""report_number"": ""a10f27ea-c33e-442e-913a-111d3f9ec6ae"", ""assessment_date"": ""2025-02-27""}",2025-05-11 10:03:53.794933,1353,8166
1354,1354,518,low,mocked,1,1,1,30,91.17,0.5,"[{""dpd"": 30, ""account_type"": ""credit_card""}, {""dpd"": 0, ""account_type"": ""personal_loan""}]","[{""type"": ""loan"", ""amount"": 52341.6}]","{""bureau_score"": 518, ""report_number"": ""d3499993-28c6-4c24-b887-9ce297cec2ce"", ""assessment_date"": ""2025-04-19""}",2025-05-11 10:03:53.822682,1354,284
